path,run_id,model,dataset,subset_name,pruner,retention,calibrator,seed,n_samples,sample_indices_hash,paper_eligible,accuracy,ece,adaptive_ece,aurc,max_softmax_mean,pruner_evidence_type,sanity_only,paper_eligible_summary,delta_accuracy,delta_ece,delta_adaptive_ece,delta_aurc,delta_max_softmax_mean,delta_accuracy_vs_raw,delta_ece_vs_raw,delta_adaptive_ece_vs_raw,delta_aurc_vs_raw,delta_max_softmax_mean_vs_raw
results/raw/mmbench_cn_lite_llava_128_256_seed20260617\llava15_7b_4bit-mmbench_cn-cal-none-r1-n128-seed20260617.json,llava15_7b_4bit-mmbench_cn-cal-none-r1-n128-seed20260617,llava15_7b_4bit,mmbench_cn,cal,none,1.0,none,20260617,128,c846c4eca360fc4f,False,0.390625,0.27028929772882426,0.26615639293812254,0.4623295305192383,0.6530029480563637,unpruned,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
results/raw/mmbench_cn_lite_llava_128_256_seed20260618\llava15_7b_4bit-mmbench_cn-cal-none-r1-n128-seed20260618.json,llava15_7b_4bit-mmbench_cn-cal-none-r1-n128-seed20260618,llava15_7b_4bit,mmbench_cn,cal,none,1.0,none,20260618,128,0feef6c2f4e55bc4,False,0.328125,0.31891033509428346,0.30790591747715207,0.5895708906047747,0.6360309174771521,unpruned,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
results/raw/mmbench_cn_lite_llava_128_256\llava15_7b_4bit-mmbench_cn-cal-visionzip-r0.25-n128-seed20260616.json,llava15_7b_4bit-mmbench_cn-cal-visionzip-r0.25-n128-seed20260616,llava15_7b_4bit,mmbench_cn,cal,visionzip,0.25,none,20260616,128,67c38b8ba313c3c2,False,0.359375,0.2677643130558466,0.27829164983354526,0.5182445997453663,0.6271393130558466,literature-hook,False,False,0.0078125,-0.028331121427064954,-0.0190606401999458,-0.010797535447033879,-0.0180898646503157,0.0,0.0,0.0,0.0,0.0
results/raw/mmbench_cn_lite_llava_128_256_seed20260617\llava15_7b_4bit-mmbench_cn-cal-visionzip-r0.25-n128-seed20260617.json,llava15_7b_4bit-mmbench_cn-cal-visionzip-r0.25-n128-seed20260617,llava15_7b_4bit,mmbench_cn,cal,visionzip,0.25,none,20260617,128,c846c4eca360fc4f,False,0.421875,0.2781824421143652,0.2822353165805692,0.49328311564610383,0.659906629326471,literature-hook,False,False,0.03125,0.007893144385540951,0.016078923642446674,0.030953585126865524,0.00690368127010732,0.0,0.0,0.0,0.0,0.0
results/raw/mmbench_cn_lite_llava_128_256_seed20260618\llava15_7b_4bit-mmbench_cn-cal-visionzip-r0.25-n128-seed20260618.json,llava15_7b_4bit-mmbench_cn-cal-visionzip-r0.25-n128-seed20260618,llava15_7b_4bit,mmbench_cn,cal,visionzip,0.25,none,20260618,128,0feef6c2f4e55bc4,False,0.359375,0.2919524446233641,0.29195244462336406,0.5000352241424034,0.651327444623364,literature-hook,False,False,0.03125,-0.026957890470919343,-0.01595347285378801,-0.08953566646237132,0.01529652714621188,0.0,0.0,0.0,0.0,0.0
results/raw/mmbench_cn_lite_llava_128_256\llava15_7b_4bit-mmbench_cn-cal-visionzip-r0.5-n128-seed20260616.json,llava15_7b_4bit-mmbench_cn-cal-visionzip-r0.5-n128-seed20260616,llava15_7b_4bit,mmbench_cn,cal,visionzip,0.5,none,20260616,128,67c38b8ba313c3c2,False,0.3828125,0.2587542450308158,0.265045913591027,0.5028623556911389,0.634542491426951,literature-hook,False,False,0.03125,-0.03734118945209575,-0.032306376442464035,-0.02617977950126127,-0.010686686279211322,0.0,0.0,0.0,0.0,0.0
results/raw/mmbench_cn_lite_llava_128_256_seed20260617\llava15_7b_4bit-mmbench_cn-cal-visionzip-r0.5-n128-seed20260617.json,llava15_7b_4bit-mmbench_cn-cal-visionzip-r0.5-n128-seed20260617,llava15_7b_4bit,mmbench_cn,cal,visionzip,0.5,none,20260617,128,c846c4eca360fc4f,False,0.390625,0.2685066566776282,0.2718141252886325,0.46233775270496724,0.6591316566776282,literature-hook,False,False,0.0,-0.0017826410511960766,0.005657732350509981,8.222185728934406e-06,0.006128708621264467,0.0,0.0,0.0,0.0,0.0
results/raw/mmbench_cn_lite_llava_128_256_seed20260618\llava15_7b_4bit-mmbench_cn-cal-visionzip-r0.5-n128-seed20260618.json,llava15_7b_4bit-mmbench_cn-cal-visionzip-r0.5-n128-seed20260618,llava15_7b_4bit,mmbench_cn,cal,visionzip,0.5,none,20260618,128,0feef6c2f4e55bc4,False,0.3828125,0.2684211757312474,0.27188838902621304,0.49257463131647383,0.6498037112920574,literature-hook,False,False,0.0546875,-0.05048915936303605,-0.03601752845093903,-0.09699625928830091,0.01377279381490526,0.0,0.0,0.0,0.0,0.0
results/raw/mmbench_cn_lite_llava_128_256\llava15_7b_4bit-mmbench_cn-cal-visionzip-r0.75-n128-seed20260616.json,llava15_7b_4bit-mmbench_cn-cal-visionzip-r0.75-n128-seed20260616,llava15_7b_4bit,mmbench_cn,cal,visionzip,0.75,none,20260616,128,67c38b8ba313c3c2,False,0.3359375,0.3014917530194806,0.3014917530194806,0.5244271420767403,0.6374292530194805,literature-hook,False,False,-0.015625,0.005396318536569078,0.00413946298598955,-0.004614993115659827,-0.007799924686681781,0.0,0.0,0.0,0.0,0.0
results/raw/mmbench_cn_lite_llava_128_256_seed20260617\llava15_7b_4bit-mmbench_cn-cal-visionzip-r0.75-n128-seed20260617.json,llava15_7b_4bit-mmbench_cn-cal-visionzip-r0.75-n128-seed20260617,llava15_7b_4bit,mmbench_cn,cal,visionzip,0.75,none,20260617,128,c846c4eca360fc4f,False,0.359375,0.3048628129893112,0.30486281298931117,0.45855312060748393,0.6642378129893112,literature-hook,False,False,-0.03125,0.034573515260486964,0.03870642005118863,-0.003776409911754375,0.011234864932947453,0.0,0.0,0.0,0.0,0.0
results/raw/mmbench_cn_lite_llava_128_256_seed20260618\llava15_7b_4bit-mmbench_cn-cal-visionzip-r0.75-n128-seed20260618.json,llava15_7b_4bit-mmbench_cn-cal-visionzip-r0.75-n128-seed20260618,llava15_7b_4bit,mmbench_cn,cal,visionzip,0.75,none,20260618,128,0feef6c2f4e55bc4,False,0.3515625,0.28263254873939614,0.28263254873939614,0.5452991068726021,0.6341950487393961,literature-hook,False,False,0.0234375,-0.03627778635488732,-0.02527336873775593,-0.044271783732172665,-0.0018358687377559857,0.0,0.0,0.0,0.0,0.0
results/raw/mmbench_cn_lite_llava_128_256_calibrated\llava_mmbench_cn_128_256_fastv_calibprune_r025.json,llava_mmbench_cn_128_256_fastv_calibprune_r025,llava15_7b_4bit,mmbench_cn,test,fastv,0.25,calibprune,20260616,256,a63edebc6f7ada65,False,0.40625,0.06021691127605595,0.07983067134466823,0.4434721323554159,0.40871149525687334,literature-hook,False,False,,,,,,0.0,-0.19021057370152178,-0.17950056412473206,-0.0005982103608102585,-0.2479659897207045
results/raw/mmbench_cn_lite_llava_128_256_seed20260617_calibrated\llava_mmbench_cn_128_256_seed20260617_fastv_calibprune_r025.json,llava_mmbench_cn_128_256_seed20260617_fastv_calibprune_r025,llava15_7b_4bit,mmbench_cn,test,fastv,0.25,calibprune,20260617,256,43b8a90edb1ff6fd,False,0.35546875,0.0706553153397047,0.07436178060139068,0.5660142976791757,0.4017694064262932,literature-hook,False,False,,,,,,0.0,-0.2236777028142225,-0.21956166356757542,0.005805185986556105,-0.24389695476027973
results/raw/mmbench_cn_lite_llava_128_256_seed20260618_calibrated\llava_mmbench_cn_128_256_seed20260618_fastv_calibprune_r025.json,llava_mmbench_cn_128_256_seed20260618_fastv_calibprune_r025,llava15_7b_4bit,mmbench_cn,test,fastv,0.25,calibprune,20260618,256,8c3cdd15829d3efb,False,0.40625,0.05159285902676887,0.07658163211226617,0.47059392849558423,0.4163700690869084,literature-hook,False,False,,,,,,0.0,-0.198493705041832,-0.16744084269338455,0.004001525476562906,-0.23290447145701804
results/raw/mmbench_cn_lite_llava_128_256\llava15_7b_4bit-mmbench_cn-test-fastv-r0.25-n256-seed20260616.json,llava15_7b_4bit-mmbench_cn-test-fastv-r0.25-n256-seed20260616,llava15_7b_4bit,mmbench_cn,test,fastv,0.25,none,20260616,256,a63edebc6f7ada65,False,0.40625,0.2504274849775777,0.2593312354694003,0.44407034271622614,0.6566774849775778,literature-hook,False,False,-0.0078125,-0.003676654878340291,0.015332788882083948,-0.011830907894663012,0.0031255937988148297,0.0,0.0,0.0,0.0,0.0
results/raw/mmbench_cn_lite_llava_128_256_seed20260617\llava15_7b_4bit-mmbench_cn-test-fastv-r0.25-n256-seed20260617.json,llava15_7b_4bit-mmbench_cn-test-fastv-r0.25-n256-seed20260617,llava15_7b_4bit,mmbench_cn,test,fastv,0.25,none,20260617,256,43b8a90edb1ff6fd,False,0.35546875,0.2943330181539272,0.2939234441689661,0.5602091116926196,0.645666361186573,literature-hook,False,False,-0.01171875,0.015442793860398263,0.004147868942592892,-0.017188593367887472,-0.00023729799754845793,0.0,0.0,0.0,0.0,0.0
results/raw/mmbench_cn_lite_llava_128_256_seed20260618\llava15_7b_4bit-mmbench_cn-test-fastv-r0.25-n256-seed20260618.json,llava15_7b_4bit-mmbench_cn-test-fastv-r0.25-n256-seed20260618,llava15_7b_4bit,mmbench_cn,test,fastv,0.25,none,20260618,256,8c3cdd15829d3efb,False,0.40625,0.25008656406860086,0.2440224748056507,0.46659240301902133,0.6492745405439264,literature-hook,False,False,-0.01171875,0.02650283737231776,0.016699481707131564,-0.0028032116037303156,0.00772206384764329,0.0,0.0,0.0,0.0,0.0
results/raw/mmbench_cn_lite_llava_128_256_calibrated\llava_mmbench_cn_128_256_fastv_temp_r025.json,llava_mmbench_cn_128_256_fastv_temp_r025,llava15_7b_4bit,mmbench_cn,test,fastv,0.25,temperature_scaling,20260616,256,a63edebc6f7ada65,False,0.40625,0.0618093753617839,0.08670946189199638,0.4434861665016831,0.41150092045683756,literature-hook,False,False,-0.0078125,-0.010878575977229264,-0.01626501200051389,-0.009144444314348743,0.00569088209415175,0.0,-0.1886181096157938,-0.1726217735774039,-0.0005841762145430418,-0.24517656452074027
results/raw/mmbench_cn_lite_llava_128_256_seed20260617_calibrated\llava_mmbench_cn_128_256_seed20260617_fastv_temp_r025.json,llava_mmbench_cn_128_256_seed20260617_fastv_temp_r025,llava15_7b_4bit,mmbench_cn,test,fastv,0.25,temperature_scaling,20260617,256,43b8a90edb1ff6fd,False,0.35546875,0.07065531533970468,0.07436178060139063,0.5660142976791757,0.4017694064262931,literature-hook,False,False,-0.01171875,0.00477104033938007,-0.010855519440287606,-0.009142559410694973,0.0005153232108690009,0.0,-0.22367770281422253,-0.21956166356757545,0.005805185986556105,-0.24389695476027984
results/raw/mmbench_cn_lite_llava_128_256_seed20260618_calibrated\llava_mmbench_cn_128_256_seed20260618_fastv_temp_r025.json,llava_mmbench_cn_128_256_seed20260618_fastv_temp_r025,llava15_7b_4bit,mmbench_cn,test,fastv,0.25,temperature_scaling,20260618,256,8c3cdd15829d3efb,False,0.40625,0.03910725015323163,0.08327017092736261,0.47103365025450017,0.4078710391150412,literature-hook,False,False,-0.01171875,-0.04417422974812649,0.0007570239045358862,0.002175105020793433,0.0055597905077307,0.0,-0.21097931391536923,-0.1607523038782881,0.00444124723547884,-0.24140350142888523
results/raw/mmbench_cn_lite_llava_128_256_calibrated\llava_mmbench_cn_128_256_fastv_calibprune_r05.json,llava_mmbench_cn_128_256_fastv_calibprune_r05,llava15_7b_4bit,mmbench_cn,test,fastv,0.5,calibprune,20260616,256,a63edebc6f7ada65,False,0.41015625,0.07544106807117336,0.08948925839971497,0.4444956754612167,0.4479143908417542,literature-hook,False,False,,,,,,0.0,-0.1839976332334649,-0.16994944290492323,-0.0017835803602174183,-0.22168056046288398
results/raw/mmbench_cn_lite_llava_128_256_seed20260617_calibrated\llava_mmbench_cn_128_256_seed20260617_fastv_calibprune_r05.json,llava_mmbench_cn_128_256_seed20260617_fastv_calibprune_r05,llava15_7b_4bit,mmbench_cn,test,fastv,0.5,calibprune,20260617,256,43b8a90edb1ff6fd,False,0.359375,0.08248114910362786,0.08482587865784501,0.5573861606901973,0.4352332216989962,literature-hook,False,False,,,,,,0.0,-0.20844311189970893,-0.20442523251692962,0.007624661207256689,-0.21339288947577845
results/raw/mmbench_cn_lite_llava_128_256_seed20260618_calibrated\llava_mmbench_cn_128_256_seed20260618_fastv_calibprune_r05.json,llava_mmbench_cn_128_256_seed20260618_fastv_calibprune_r05,llava15_7b_4bit,mmbench_cn,test,fastv,0.5,calibprune,20260618,256,8c3cdd15829d3efb,False,0.40625,0.08454149116848465,0.09486235553865176,0.46383440149448774,0.4526526815592349,literature-hook,False,False,,,,,,0.0,-0.16752143701660693,-0.16232130053595722,0.005684840002850355,-0.20281792299524803
results/raw/mmbench_cn_lite_llava_128_256\llava15_7b_4bit-mmbench_cn-test-fastv-r0.5-n256-seed20260616.json,llava15_7b_4bit-mmbench_cn-test-fastv-r0.5-n256-seed20260616,llava15_7b_4bit,mmbench_cn,test,fastv,0.5,none,20260616,256,a63edebc6f7ada65,False,0.41015625,0.25943870130463825,0.2594387013046382,0.44627925582143413,0.6695949513046382,literature-hook,False,False,-0.00390625,0.005334561448720243,0.015440254717321855,-0.009621994789455024,0.016043060125875197,0.0,0.0,0.0,0.0,0.0
results/raw/mmbench_cn_lite_llava_128_256_seed20260617\llava15_7b_4bit-mmbench_cn-test-fastv-r0.5-n256-seed20260617.json,llava15_7b_4bit-mmbench_cn-test-fastv-r0.5-n256-seed20260617,llava15_7b_4bit,mmbench_cn,test,fastv,0.5,none,20260617,256,43b8a90edb1ff6fd,False,0.359375,0.2909242610033368,0.28925111117477464,0.5497614994829406,0.6486261111747746,literature-hook,False,False,-0.0078125,0.01203403670980785,-0.000524464051598561,-0.02763620557756641,0.0027224519906532407,0.0,0.0,0.0,0.0,0.0
results/raw/mmbench_cn_lite_llava_128_256_seed20260618\llava15_7b_4bit-mmbench_cn-test-fastv-r0.5-n256-seed20260618.json,llava15_7b_4bit-mmbench_cn-test-fastv-r0.5-n256-seed20260618,llava15_7b_4bit,mmbench_cn,test,fastv,0.5,none,20260618,256,8c3cdd15829d3efb,False,0.40625,0.2520629281850916,0.25718365607460897,0.4581495614916374,0.6554706045544829,literature-hook,False,False,-0.01171875,0.028479201488808475,0.02986066297608983,-0.011246053131114264,0.013918127858199791,0.0,0.0,0.0,0.0,0.0
results/raw/mmbench_cn_lite_llava_128_256_calibrated\llava_mmbench_cn_128_256_fastv_temp_r05.json,llava_mmbench_cn_128_256_fastv_temp_r05,llava15_7b_4bit,mmbench_cn,test,fastv,0.5,temperature_scaling,20260616,256,a63edebc6f7ada65,False,0.41015625,0.06972488863446441,0.08206351387445271,0.44421315766350455,0.41727778075490474,literature-hook,False,False,-0.00390625,-0.002963062704548755,-0.02091096001805756,-0.008417453152527288,0.011467742392218927,0.0,-0.18971381267017384,-0.1773751874301855,-0.0020660981579295745,-0.25231717054973346
results/raw/mmbench_cn_lite_llava_128_256_seed20260617_calibrated\llava_mmbench_cn_128_256_seed20260617_fastv_temp_r05.json,llava_mmbench_cn_128_256_seed20260617_fastv_temp_r05,llava15_7b_4bit,mmbench_cn,test,fastv,0.5,temperature_scaling,20260617,256,43b8a90edb1ff6fd,False,0.359375,0.05340912619774004,0.06744613843972797,0.5581735795203543,0.40385854625964734,literature-hook,False,False,-0.0078125,-0.012475148802584567,-0.017771161601950275,-0.016983277569516342,0.0026044630442232375,0.0,-0.23751513480559674,-0.22180497273504668,0.008412080037413672,-0.2447675649151273
results/raw/mmbench_cn_lite_llava_128_256_seed20260618_calibrated\llava_mmbench_cn_128_256_seed20260618_fastv_temp_r05.json,llava_mmbench_cn_128_256_seed20260618_fastv_temp_r05,llava15_7b_4bit,mmbench_cn,test,fastv,0.5,temperature_scaling,20260618,256,8c3cdd15829d3efb,False,0.40625,0.028858823811676544,0.0810361882310087,0.46430197344316754,0.41217952442357914,literature-hook,False,False,-0.01171875,-0.054422656089681574,-0.0014769587918180282,-0.004556571790539199,0.009868275816268646,0.0,-0.22320410437341504,-0.17614746784360027,0.006152411951530157,-0.24329108013090378
results/raw/mmbench_cn_lite_llava_128_256_calibrated\llava_mmbench_cn_128_256_fastv_calibprune_r075.json,llava_mmbench_cn_128_256_fastv_calibprune_r075,llava15_7b_4bit,mmbench_cn,test,fastv,0.75,calibprune,20260616,256,a63edebc6f7ada65,False,0.40625,0.11463586977815945,0.1325328194751692,0.454079658621544,0.49418868770547825,literature-hook,False,False,,,,,,0.0,-0.15701209015553205,-0.12939400501087323,0.0004495851362227299,-0.17398813678056418
results/raw/mmbench_cn_lite_llava_128_256_seed20260617_calibrated\llava_mmbench_cn_128_256_seed20260617_fastv_calibprune_r075.json,llava_mmbench_cn_128_256_seed20260617_fastv_calibprune_r075,llava15_7b_4bit,mmbench_cn,test,fastv,0.75,calibprune,20260617,256,43b8a90edb1ff6fd,False,0.375,0.1462068084812286,0.16064598513748374,0.5676528024347969,0.48501767422648917,literature-hook,False,False,,,,,,0.0,-0.16404373802954939,-0.13129101772538032,0.0026134140774014547,-0.17073905280731122
results/raw/mmbench_cn_lite_llava_128_256_seed20260618_calibrated\llava_mmbench_cn_128_256_seed20260618_fastv_calibprune_r075.json,llava_mmbench_cn_128_256_seed20260618_fastv_calibprune_r075,llava15_7b_4bit,mmbench_cn,test,fastv,0.75,calibprune,20260618,256,8c3cdd15829d3efb,False,0.44921875,0.09622761806309783,0.10446660400115146,0.4529502159366757,0.4948374678206487,literature-hook,False,False,,,,,,0.0,-0.11387012525916156,-0.12471092330817063,0.0019327398072326307,-0.16068669074658865
results/raw/mmbench_cn_lite_llava_128_256\llava15_7b_4bit-mmbench_cn-test-fastv-r0.75-n256-seed20260616.json,llava15_7b_4bit-mmbench_cn-test-fastv-r0.75-n256-seed20260616,llava15_7b_4bit,mmbench_cn,test,fastv,0.75,none,20260616,256,a63edebc6f7ada65,False,0.40625,0.2716479599336915,0.26192682448604243,0.45363007348532125,0.6681768244860424,literature-hook,False,False,-0.0078125,0.017543820077773498,0.01792837789872609,-0.0022711771255679025,0.01462493330727943,0.0,0.0,0.0,0.0,0.0
results/raw/mmbench_cn_lite_llava_128_256_seed20260617\llava15_7b_4bit-mmbench_cn-test-fastv-r0.75-n256-seed20260617.json,llava15_7b_4bit-mmbench_cn-test-fastv-r0.75-n256-seed20260617,llava15_7b_4bit,mmbench_cn,test,fastv,0.75,none,20260617,256,43b8a90edb1ff6fd,False,0.375,0.310250546510778,0.29193700286286406,0.5650393883573954,0.6557567270338004,literature-hook,False,False,0.0078125,0.03136032221724905,0.0021614276364908536,-0.012358316703111605,0.009853067849678987,0.0,0.0,0.0,0.0,0.0
results/raw/mmbench_cn_lite_llava_128_256_seed20260618\llava15_7b_4bit-mmbench_cn-test-fastv-r0.75-n256-seed20260618.json,llava15_7b_4bit-mmbench_cn-test-fastv-r0.75-n256-seed20260618,llava15_7b_4bit,mmbench_cn,test,fastv,0.75,none,20260618,256,8c3cdd15829d3efb,False,0.44921875,0.2100977433222594,0.2291775273093221,0.4510174761294431,0.6555241585672373,literature-hook,False,False,0.03125,-0.013485983374023708,0.0018545342108029494,-0.01837813849330855,0.013971681870954211,0.0,0.0,0.0,0.0,0.0
results/raw/mmbench_cn_lite_llava_128_256_calibrated\llava_mmbench_cn_128_256_fastv_temp_r075.json,llava_mmbench_cn_128_256_fastv_temp_r075,llava15_7b_4bit,mmbench_cn,test,fastv,0.75,temperature_scaling,20260616,256,a63edebc6f7ada65,False,0.40625,0.07930856396106155,0.11857103821255546,0.4550876987792262,0.4133846178531262,literature-hook,False,False,-0.0078125,0.006620612622048383,0.015596564320045192,0.002457087963194382,0.007574579490440381,0.0,-0.19233939597262995,-0.14335578627348697,0.0014576252939049739,-0.25479220663291624
results/raw/mmbench_cn_lite_llava_128_256_seed20260617_calibrated\llava_mmbench_cn_128_256_seed20260617_fastv_temp_r075.json,llava_mmbench_cn_128_256_seed20260617_fastv_temp_r075,llava15_7b_4bit,mmbench_cn,test,fastv,0.75,temperature_scaling,20260617,256,43b8a90edb1ff6fd,False,0.375,0.07714727125986114,0.11370023983632216,0.5690759735886717,0.40717234853400425,literature-hook,False,False,0.0078125,0.011262996259536528,0.02848293979464392,-0.006080883501198953,0.00591826531858014,0.0,-0.23310327525091684,-0.1782367630265419,0.004036585231276257,-0.24858437849979614
results/raw/mmbench_cn_lite_llava_128_256_seed20260618_calibrated\llava_mmbench_cn_128_256_seed20260618_fastv_temp_r075.json,llava_mmbench_cn_128_256_seed20260618_fastv_temp_r075,llava15_7b_4bit,mmbench_cn,test,fastv,0.75,temperature_scaling,20260618,256,8c3cdd15829d3efb,False,0.44921875,0.06717186839740842,0.07378594621571692,0.45164799313823123,0.4109046404852357,literature-hook,False,False,0.03125,-0.016109611503949697,-0.0087272008071098,-0.017210552095475506,0.008593391877925183,0.0,-0.14292587492485098,-0.15539158109360518,0.000630517008788134,-0.24461951808200166
results/raw/mmbench_cn_lite_llava_128_256\llava15_7b_4bit-mmbench_cn-test-none-r1-n256-seed20260616.json,llava15_7b_4bit-mmbench_cn-test-none-r1-n256-seed20260616,llava15_7b_4bit,mmbench_cn,test,none,1.0,none,20260616,256,a63edebc6f7ada65,False,0.4140625,0.254104139855918,0.24399844658731634,0.45590125061088915,0.653551891178763,unpruned,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
